Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,sum_SRR8175837_1,sum_SRR8175836_1,sum_SRR8175839_1,sum_SRR8175838_1,sum_SRR8175841_1,sum_SRR8175840_1,sum_SRR8175843_1,sum_SRR8175842_1,sum_SRR8175845_1,sum_SRR8175844_1,sum_SRR8175881_1,sum_SRR8175880_1,sum_SRR8175879_1,sum_SRR8175878_1,sum_SRR8175885_1,sum_SRR8175884_1,sum_SRR8175883_1,sum_SRR8175882_1,sum_SRR8175873_1,sum_SRR8175872_1,sum_SRR8175848_1,sum_SRR8175849_1,sum_SRR8175846_1,sum_SRR8175847_1,sum_SRR8175852_1,sum_SRR8175853_1,sum_SRR8175850_1,sum_SRR8175851_1,sum_SRR8175854_1,sum_SRR8175855_1,sum_SRR8175871_1,sum_SRR8175870_1,sum_SRR8175897_1,sum_SRR8175896_1,sum_SRR8175875_1,sum_SRR8175874_1,sum_SRR8175877_1,sum_SRR8175876_1,sum_SRR8175886_1,sum_SRR8175868_1,sum_SRR8175858_1,sum_SRR8175859_1,sum_SRR8175860_1,sum_SRR8175861_1,sum_SRR8175862_1,sum_SRR8175863_1,sum_SRR8175864_1,sum_SRR8175865_1,sum_SRR8175866_1,sum_SRR8175867_1,sum_SRR8175893_1,sum_SRR8175892_1,sum_SRR8175891_1,sum_SRR8175890_1,sum_SRR8175889_1,sum_SRR8175888_1,sum_SRR8175887_1,sum_SRR8175869_1,sum_SRR8175895_1,sum_SRR8175894_1,sum_SRR8175856_1,sum_SRR8175857_1,sum_F1_MV385A_S6_L001_R1_001,sum_C2_MV386C_s_S11_L001_R1_001,sum_H2_MV387C_s_S16_L001_R1_001,sum_B4_MV388C_s_S26_L001_R1_001,sum_G4_MV389C_s_S31_L001_R1_001,sum_D5_MV390C_s_S36_L001_R1_001,sum_A6_MV391C_s_S41_L001_R1_001,sum_F6_MV392C_s_S46_L001_R1_001,sum_B7_MV393C_s_S50_L001_R1_001,sum_F7_MV394B_s_S54_L001_R1_001,sum_G1_MV395C_s_S7_L001_R1_001,sum_F3_MV396B_S22_L001_R1_001,sum_H4_MV397B_S32_L001_R1_001,sum_E5_MV398C_s_S37_L001_R1_001,sum_B6_MV399C_s_S42_L001_R1_001,sum_G6_MV400C_s_S47_L001_R1_001,sum_C7_MV401A_S51_L001_R1_001,sum_G7_MV402A_S55_L001_R1_001,sum_C1_MV403A_S3_L001_R1_001,sum_H1_MV404A_S8_L001_R1_001,sum_E2_MV405A_S13_L001_R1_001,sum_B3_MV406A_S18_L001_R1_001,sum_G3_MV407A_S23_L001_R1_001,sum_D4_MV408A_S28_L001_R1_001,sum_A5_MV410A_S33_L001_R1_001,sum_F5_MV411A_S38_L001_R1_001,sum_C6_MV412A_S43_L001_R1_001,sum_H6_MV413A_S48_L001_R1_001,sum_D7_MV414A_S52_L001_R1_001,sum_H7_MV415A_S56_L001_R1_001,sum_D1_MV416A_S4_L001_R1_001,sum_A2_MV417A_S9_L001_R1_001,sum_TH01_S1_L001_R1_001,sum_TH02_S2_L001_R1_001,sum_TH03_S3_L001_R1_001,sum_TH04_S4_L001_R1_001,sum_TH05_S5_L001_R1_001,sum_TH06_S6_L001_R1_001,sum_TH07_S7_L001_R1_001,sum_TH09_S9_L001_R1_001,sum_TH10_S10_L001_R1_001,sum_TH11_S11_L001_R1_001,sum_TH12_S12_L001_R1_001,sum_TH13_S13_L001_R1_001,sum_TH14_S14_L001_R1_001,sum_TH15_S15_L001_R1_001,sum_TH16_S16_L001_R1_001,sum_F2_MV435A_S14_L001_R1_001,sum_C3_MV436A_S19_L001_R1_001,sum_H3_MV438A_S24_L001_R1_001,sum_E4_MV439A_S29_L001_R1_001,sum_B5_MV440A_S34_L001_R1_001,sum_G5_MV441A_S39_L001_R1_001,sum_A7_MV442A_S49_L001_R1_001,sum_E7_MV443A_S53_L001_R1_001,sum_E1_MV444A_S5_L001_R1_001,sum_B2_MV445A_S10_L001_R1_001,sum_G2_MV447A_S15_L001_R1_001,sum_A4_MV448A_S25_L001_R1_001,sum_F4_MV449A_S30_L001_R1_001,sum_C5_MV450A_S35_L001_R1_001,sum_H5_MV451A_S40_L001_R1_001,sum_E6_MV452A_S45_L001_R1_001,sum_small_phytoplankton,sum_is_chlorophyta
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Microthamniales,Microthamniales_X,Microthamniales_XX,Microthamniales_XX_sp.,0,0,24,0,9,0,6,0,0,0,0,0,0,0,0,0,24,0,15,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,35,9,0,0,14,0,0,19,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,28,0,0,0,1,1
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonas,Chlamydomonas_raudensis,0,0,17,0,0,0,0,0,0,0,33,35,30,0,0,0,0,0,0,0,0,16,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,53,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,13,0,0,0,0,0,5,0,53,0,0,86,39,17,0,0,0,0,0,0,0,0,57,0,26,108,51,0,0,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Chrysomerophyceae,Chrysomerophyceae_X,Chrysomerophyceae_XX,Chrysowaernella,Chrysowaernella_hieroglyphica,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Ectocarpus,Ectocarpus_siliculosus,0,4,0,0,0,0,0,8,11,28,0,5,0,0,0,0,0,0,0,0,0,14,15,0,0,33,18,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,2,11,0,0,2,13,0,0,0,0,0,0,9,0,10,87,0,0,0,0,2,0,0,0,211,4,0,0,0,0,0,0,0,0,0,0,298,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_imperforata,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,503,16,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Fibrocapsa,Fibrocapsa_japonica,0,0,29,143,87,0,0,0,0,0,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,290,0,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,113,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,Dictyocha_octonaria,0,0,0,0,4,21,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,405,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_annuliferum,0,0,15,18,36,0,0,0,0,0,0,7,40,37,0,0,0,0,0,0,0,0,14,31,40,67,93,111,11,0,0,16,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Parmales_X,Parmales_XX,Parmales_XX_sp.,0,0,10,0,10,0,0,0,0,0,8,2,0,3,16,0,0,0,0,0,0,0,36,0,0,12,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,25,12,0,0,0,0,0,5,36,11,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
Eukaryota,Archaeplastida,Prasinodermophyta,Prasinodermophyceae,Prasinodermales,Prasinodermaceae,Prasinoderma,Prasinoderma_coloniale,0,107,16,4,2,0,0,0,0,12,11,0,7,0,0,0,0,0,0,0,0,34,7,0,4,16,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,29,0,8,10,0,0,0,0,0,0,0,0,13,3,16,50,0,5,0,0,0,0,0,0,73,0,36,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,29,31,22,17,0,9,0,0,0,0,0,0,0,7,14,0,0,95,8,0,9,2,1,0
Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidaceae,Ankylochrysis,Ankylochrysis_sp1.,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,8,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis_rubens,0,0,0,20,0,0,0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,4,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,144,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,211,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Eukaryota,Archaeplastida,Chlorophyta,Prasino-Clade-VIII,Prasino-Clade-VIII_X,Prasino-Clade-VIII_XX,Prasino-Clade-VIII_XXX,Prasino-Clade-VIII_XXX_sp.,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,5,0,5,3,0,2,0,0,0,0,0,0,15,9,0,0,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,1
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,RCC391,RCC391_sp.,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,32,29,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,85,5,0,0,73,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae_X,Crustomastigaceae_X_sp.,15,54,0,8,5,0,0,0,15,0,0,0,0,0,0,0,0,13,36,12,48,15,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,44,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,7,51,0,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Ishige,Ishige_sinicola,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,175,0,222,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_grethae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Choricystis,Choricystis_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,3,0,0,0,0,0,0,0,181,0,0,0,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Triparmaceae,Triparma,Triparma_laevis_clade,13,0,6,5,16,0,3,0,0,0,6,4,0,0,2,0,0,6,0,0,18,8,12,0,6,11,9,0,2,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,109,0,0,0,0,0,0,0,11,0,0,0,0,0,4,5,10,0,0,0,4,0,4,0,43,6,11,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,111,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Parmales_env_1,Parmales_env_1_X,Parmales_env_1_X_sp.,44,118,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,97,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonadales_XX,Cryptomonadales_XX_sp.,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,102,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium_viride,0,4,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,22,35,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,122,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,1,0
Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas_salina,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,52,12,0,0,0,0,0,0,0,0,15,4,0,0,55,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_aurea,0,0,79,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,17,60,72,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,32,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-B2,Cyclonexis,Cyclonexis_annularis,28,0,7,20,32,42,22,19,3,0,15,4,0,28,7,25,0,13,13,0,0,0,11,0,0,5,6,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,2,0,0,10,0,0,0,0,0,0,76,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pseudopedinella,Pseudopedinella_sp.,0,0,0,18,5,0,0,0,0,0,44,6,0,24,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,31,17,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,51,34,0,0,0,0,0,0,9,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Oocystis,Oocystis_lacustris,8,0,0,0,0,0,6,286,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,60,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Diacronema,Diacronema_ennorea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2,0,0,0,0,0,0,0,0,0,0,0,0,193,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_Clade_D,Prymnesiophyceae_Clade_D_X,Prymnesiophyceae_Clade_D_XX,Prymnesiophyceae_Clade_D_XX_sp.,0,0,45,0,50,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Parmales_env_3,Parmales_env_3_X,Parmales_env_3_X_sp.,0,5,0,14,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,9,4,0,9,0,0,3,10,0,10,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,13,6,0,8,0,0,9,46,5,9,0,19,0,0,0,0,0,10,0,16,0,0,0,0,46,0,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_simplex,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Biecheleriopsis,Biecheleriopsis_adriatica,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,37,0,0,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,21,35,7,10,3,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,28,11,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Calcihaptophycidae,Watznaueriaceae,Tergestiella,Tergestiellaadriatica,0,0,113,0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_throndsenii,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,19,0,0,1,0
Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,Goniomonas_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,Marsupiomonas_sp.,0,0,42,10,2,0,0,0,0,4,30,30,0,0,0,0,0,0,0,0,0,0,36,4,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,77,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
