Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,GroupCount,sum_SRR8175836_1,sum_SRR8175837_1,sum_SRR8175838_1,sum_SRR8175839_1,sum_SRR8175840_1,sum_SRR8175841_1,sum_SRR8175842_1,sum_SRR8175843_1,sum_SRR8175844_1,sum_SRR8175845_1,sum_SRR8175846_1,sum_SRR8175847_1,sum_SRR8175848_1,sum_SRR8175849_1,sum_SRR8175850_1,sum_SRR8175852_1,sum_SRR8175853_1,sum_SRR8175872_1,sum_SRR8175873_1,sum_SRR8175878_1,sum_SRR8175879_1,sum_SRR8175880_1,sum_SRR8175881_1,sum_SRR8175882_1,sum_SRR8175883_1,sum_SRR8175884_1,sum_SRR8175885_1,sum_SRR8175851_1,sum_SRR8175854_1,sum_SRR8175855_1,sum_SRR8175856_1,sum_SRR8175857_1,sum_SRR8175858_1,sum_SRR8175859_1,sum_SRR8175860_1,sum_SRR8175861_1,sum_SRR8175862_1,sum_SRR8175863_1,sum_SRR8175864_1,sum_SRR8175865_1,sum_SRR8175866_1,sum_SRR8175867_1,sum_SRR8175868_1,sum_SRR8175869_1,sum_SRR8175870_1,sum_SRR8175871_1,sum_SRR8175874_1,sum_SRR8175875_1,sum_SRR8175876_1,sum_SRR8175877_1,sum_SRR8175886_1,sum_SRR8175887_1,sum_SRR8175888_1,sum_SRR8175889_1,sum_SRR8175890_1,sum_SRR8175891_1,sum_SRR8175892_1,sum_SRR8175893_1,sum_SRR8175894_1,sum_SRR8175895_1,sum_SRR8175896_1,sum_SRR8175897_1,sum_TH01_S1_L001_R1_001,sum_TH02_S2_L001_R1_001,sum_TH03_S3_L001_R1_001,sum_TH04_S4_L001_R1_001,sum_TH05_S5_L001_R1_001,sum_TH06_S6_L001_R1_001,sum_TH07_S7_L001_R1_001,sum_TH09_S9_L001_R1_001,sum_TH10_S10_L001_R1_001,sum_TH11_S11_L001_R1_001,sum_TH12_S12_L001_R1_001,sum_TH13_S13_L001_R1_001,sum_TH14_S14_L001_R1_001,sum_TH15_S15_L001_R1_001,sum_TH16_S16_L001_R1_001,sum_A2_MV417A_S9_L001_R1_001,sum_A4_MV448A_S25_L001_R1_001,sum_A5_MV410A_S33_L001_R1_001,sum_A6_MV391C_s_S41_L001_R1_001,sum_A7_MV442A_S49_L001_R1_001,sum_B2_MV445A_S10_L001_R1_001,sum_B3_MV406A_S18_L001_R1_001,sum_B4_MV388C_s_S26_L001_R1_001,sum_B5_MV440A_S34_L001_R1_001,sum_B6_MV399C_s_S42_L001_R1_001,sum_B7_MV393C_s_S50_L001_R1_001,sum_C1_MV403A_S3_L001_R1_001,sum_C2_MV386C_s_S11_L001_R1_001,sum_C3_MV436A_S19_L001_R1_001,sum_C5_MV450A_S35_L001_R1_001,sum_C6_MV412A_S43_L001_R1_001,sum_C7_MV401A_S51_L001_R1_001,sum_D1_MV416A_S4_L001_R1_001,sum_D4_MV408A_S28_L001_R1_001,sum_D5_MV390C_s_S36_L001_R1_001,sum_D7_MV414A_S52_L001_R1_001,sum_E1_MV444A_S5_L001_R1_001,sum_E2_MV405A_S13_L001_R1_001,sum_E4_MV439A_S29_L001_R1_001,sum_E5_MV398C_s_S37_L001_R1_001,sum_E6_MV452A_S45_L001_R1_001,sum_E7_MV443A_S53_L001_R1_001,sum_F1_MV385A_S6_L001_R1_001,sum_F2_MV435A_S14_L001_R1_001,sum_F3_MV396B_S22_L001_R1_001,sum_F4_MV449A_S30_L001_R1_001,sum_F5_MV411A_S38_L001_R1_001,sum_F6_MV392C_s_S46_L001_R1_001,sum_F7_MV394B_s_S54_L001_R1_001,sum_G1_MV395C_s_S7_L001_R1_001,sum_G2_MV447A_S15_L001_R1_001,sum_G3_MV407A_S23_L001_R1_001,sum_G4_MV389C_s_S31_L001_R1_001,sum_G5_MV441A_S39_L001_R1_001,sum_G6_MV400C_s_S47_L001_R1_001,sum_G7_MV402A_S55_L001_R1_001,sum_H1_MV404A_S8_L001_R1_001,sum_H2_MV387C_s_S16_L001_R1_001,sum_H3_MV438A_S24_L001_R1_001,sum_H4_MV397B_S32_L001_R1_001,sum_H5_MV451A_S40_L001_R1_001,sum_H6_MV413A_S48_L001_R1_001,sum_H7_MV415A_S56_L001_R1_001
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade_C,Ochromonas,Ochromonas_distigma,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-D,Chrysophyceae_Clade-D_X,Chrysophyceae_Clade-D_X_sp.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,Dictyocha_speculum,3,85,234,26,0,30,481,489,176,196,17,51,105,945,656,18,44,17,450,818,64,0,0,55,558,82,163,61,0,0,0,2,15,900,168,3,191,0,0,0,0,0,0,100,285,0,0,78,0,92,50,172,347,31,542,0,84,0,0,228,36,39,0,5,13,23,2464,531,114,75,80,99,792,28,0,8,0,0,88,0,9,1917,0,0,0,0,0,0,11,0,0,0,3,288,0,163,3,5,14,0,0,0,0,0,5,0,0,75,31,422,4,44,682,0,0,0,2228,0,0,0,0,0,243,25,0,102
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,Dictyocha_globosa,5,0,0,29,0,16,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,482,34,0,8,0,0,0,284,0,0,0,0,0,0,0,0,0,0,46,5,0,2267,2283,0,0,0,0,0,0,0,0,0,0,0,0,0,46,39,272,0,0,30,0,6,6,160,1089,235,0,0,0,0,0,0,159,37,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,Dictyocha_octonaria,6,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,6,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,5,0,0,0,176,8,0,0,6,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,Dictyocha,Dictyocha_sp.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pedinellales_X,Pedinellales_X_sp.,69,546,1601,134,68,270,67,48,200,132,38,202,12,397,115,0,0,5,133,394,81,25,183,335,567,71,98,774,0,3,12,22,48,128,295,9,15,2,2,0,0,10,14,51,1076,284,5,246,9,373,366,346,704,42,98,33,25,7,10,22,41,148,3,35,82,568,54,323,205,732,23,30,209,62,61,116,50,188,52,510,1185,3522,0,0,379,374,0,0,299,252,8,170,452,190,16,96,694,28,759,0,298,616,0,221,0,0,0,194,146,64,69,0,449,0,0,0,0,548,95,19,94,92,105,358,0,1581
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Helicopedinella,Helicopedinella_sp.,12,21,161,0,13,0,4,4,0,0,221,0,0,40,24,4,0,0,31,899,10,0,4,0,1587,20,0,7,0,0,0,0,0,37,14,0,2,0,0,0,0,0,5,34,148,0,0,13,15,64,150,132,157,0,440,0,0,0,0,0,9,0,0,10,3,0,0,0,10,380,5,8,10,13,23,4,0,0,0,0,1059,113,0,0,0,0,0,0,49,0,0,0,0,537,0,10,0,0,48,0,0,72,0,0,0,0,0,0,0,919,120,0,0,0,0,0,0,18,0,0,4,6,0,0,0,317
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Apedinella,Apedinella_radians,12,516,48,49,58,38,260,30,19,11,26,14,0,68,29,9,0,6,54,189,6,0,52,154,320,56,10,0,0,7,0,19,32,11,0,0,0,0,0,0,0,0,0,102,21,0,0,18,3,5,143,14,40,7,72,0,10,0,2,0,0,0,0,4,0,0,0,10,92,44,7,21,111,22,35,22,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,30,0,0,29,69,5,0,0,0,0,0,0,0,0,0,0,228,0,0,26,0,0,0,4,0,0,0,31,0,0,0,0,26
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pseudopedinella,Pseudopedinella_elastica,8,0,42,0,15,0,0,4,13,23,0,6,3,118,33,0,6,0,0,22,0,0,0,10,81,9,10,6,0,0,0,0,0,18,0,0,6,0,0,0,0,11,10,0,3,8,0,6,4,29,25,7,5,0,30,2,9,0,0,3,7,30,0,3,3,21,80,35,46,4,13,16,16,11,0,0,0,12,0,0,0,6,0,0,0,9,0,0,0,0,0,113,0,0,0,6,19,0,0,0,93,9,0,0,0,0,0,0,0,13,0,0,60,0,0,0,0,0,0,0,0,9,15,0,0,69
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pseudopedinella,Pseudopedinella_sp.,4,0,0,18,0,0,5,0,0,0,0,0,0,0,0,5,0,4,0,0,24,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,35,0,0,17,31,0,0,0,0,0,0,27,51,34,0,0,0,0,0,0,9,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Mesopedinella,Mesopedinella_arctica,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pteridomonas,Pteridomonas_danica,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pedinella,Pedinella_sp.,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,Pseudochattonella_verruculosa,26,0,118,8,14,17,289,16,65,7,9,0,23,17,49,21,0,15,77,1180,29,0,6,0,979,21,40,3,0,0,0,0,0,5,9,0,14,0,0,0,0,2,32,8,5,0,0,2,0,9,48,0,0,0,2808,0,0,0,3,17,0,0,3,9,0,6,13,42,35,9,0,0,56,38,21,0,7,5,0,0,112,634,0,0,0,0,0,0,0,0,0,0,0,3088,0,0,240,0,0,0,0,0,0,0,0,0,0,203,0,7255,363,0,164,0,64,0,456,0,0,0,0,0,17,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,Pseudochattonella_sp.,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,Pseudochattonella_farcimen,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella,Florenciella_parvula,4,0,225,0,17,27,0,28,17,76,26,0,5,111,100,7,8,0,4,423,8,0,0,7,1220,9,16,6,3,0,0,6,0,15,13,12,50,0,0,0,0,0,0,0,0,0,0,16,0,13,37,6,0,4,199,0,0,0,0,7,5,0,0,14,0,12,47,8,69,29,9,5,107,58,17,0,2,16,0,6,86,4,0,0,0,0,0,0,0,0,0,12,12,91,0,0,27,0,0,0,0,0,0,0,0,0,0,0,113,233,72,0,0,0,0,0,207,0,0,0,0,0,56,18,0,28
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella,Florenciella_sp.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochatonella,Pseudochatonella_sp.,11,0,11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,66,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,6,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,789,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciellales_X,Florenciellales_X_sp.,13,0,0,0,52,0,6,0,0,0,0,93,27,0,93,13,5,0,0,0,0,0,0,19,0,0,0,0,0,4,0,19,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,8,0,0,0,0,0,357,46,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,11,0,0,0,0,0,0,0,0,28,0,247,3,0,0,87,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochophyceae_XX,Dictyochophyceae_XXX,Dictyochophyceae_XXX_sp.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Trachydiscus,Trachydiscus_minutus,15,0,0,596,94,25,64,0,0,75,0,36,0,0,916,0,0,0,0,5,91,82,7,8,0,0,0,92,13,0,0,97,69,0,19,40,3,9,0,0,13,0,53,0,0,0,24,0,48,0,0,0,0,0,0,20,29,11,74,50,54,0,14,8,3,9,0,0,0,0,5,12,2,0,7,0,8,359,390,0,0,0,613,0,13,152,0,0,0,325,0,510,301,0,0,15,8,0,0,0,302,0,0,37,462,92,0,189,52,0,0,824,515,0,97,219,0,0,0,809,16,0,0,54,0,0
Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Nannochloropsis,Nannochloropsis_granulata,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Characiopsis,Characiopsis_saccata,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Goniochloris,Goniochloris_sculpta,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,MOCH-2,MOCH-2_X,MOCH-2_XX,MOCH-2_XXX,MOCH-2_XXX_sp.,38,71,122,4,93,13,47,117,81,31,61,0,40,795,411,29,64,23,308,309,8,0,13,70,562,18,18,0,21,3,9,0,14,75,44,2,49,0,0,0,0,0,15,11,10,0,0,0,4,6,8,9,38,14,153,0,0,0,0,2,4,0,0,20,0,76,13,12,86,58,41,111,265,165,103,64,0,17,5,0,0,16,0,0,108,0,0,0,69,0,0,3,9,145,2,56,0,0,0,0,61,0,0,0,71,0,0,51,11,0,181,12,352,0,0,0,914,10,0,0,0,0,4,0,0,34
Eukaryota,Stramenopiles,Ochrophyta,MOCH-5,MOCH-5_X,MOCH-5_XX,MOCH-5_XXX,MOCH-5_XXX_sp.,13,0,0,0,502,0,0,0,0,0,0,0,16,0,0,76,9,116,0,0,0,9,12,0,0,0,0,0,28,32,19,57,32,0,0,0,0,117,707,144,2,0,0,0,0,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4511,5,0,0,0,2,0,0,0,0,49,1541,210,40,0,0,528,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,0,326,0,287,244,0,0,0,0,0,0,0,87,0,0,0,0,27,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Heterosigma,Heterosigma_akashiwo,9,0,0,57,375,16,58,0,0,7,0,0,8,0,0,22,4,9,0,0,136,13,8,108,0,0,0,25,0,0,0,0,0,0,6,3,0,0,10,0,0,48,41,0,0,37,3,0,12,0,0,0,0,0,0,0,5,18,3,0,0,28,11,0,21,72,23,33,0,0,0,0,10,21,21,36,37,11,0,0,0,0,0,0,0,4,0,0,0,0,118,8,11,0,1876,0,0,0,0,0,0,0,0,0,0,30,0,0,13,0,0,0,5,0,0,0,3,0,0,26,16,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Raphidophyceae_XXX,Raphidophyceae_XXX_sp.,5,3,18,0,0,7,7,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,51,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,7,2,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,76,0,0,0,0,0,25,9,0,0,3,14,0,0,0,0,0,0,0,0,36,0,0,0,2,0,0,0,0,0,3,5,0,0,0,43,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,188,0,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Fibrocapsa,Fibrocapsa_japonica,3,0,0,143,29,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,290,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,0,0,0,0,0,0,0,9,113,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Haramonas,Haramonas_pauciplastida,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Haramonas,Haramonas_viridis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Chattonella,Chattonella_subsalsa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Gonyostomum,Gonyostomum_semen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Psammamonas,Psammamonas_australis,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
