259165,4016,181561,0,52010,16211,40963,35009,12891,1954,19880,13540,14280,10978,7835,7285,2639,4593,1463,10,1881,2885,2471,2181,1836,1499,322,132,838,594,3,162,362,282,183,0,0,108,79,13,0,54,0,22,44,1,31,0,19,22,14,11,10,4,9,0,5,0,6,0,3,1,4,4,3,0,1,2,0
0,217776,0,107634,0,33521,2766,3,17889,18822,0,4489,0,2,497,0,4590,0,2352,3232,1307,0,33,0,0,0,732,786,78,2,556,360,0,0,0,172,119,0,0,62,70,12,59,30,0,31,0,27,5,0,0,0,0,6,0,9,2,6,0,5,1,3,0,0,0,3,1,0,2
